comp358396_c0_seq1 	 285
comp405157_c0_seq1 	 323
comp474321_c0_seq1 	 205
comp354395_c0_seq2 	 513
comp343110_c0_seq1 	 334
comp437488_c0_seq1 	 291
comp349950_c0_seq1 	 202
comp361130_c0_seq1 	 358
comp371045_c0_seq1 	 219
comp362083_c0_seq1 	 218
comp404002_c0_seq1 	 228
comp407789_c0_seq1 	 230
comp414743_c0_seq1 	 206
comp341607_c0_seq1 	 209
comp494306_c0_seq1 	 209
comp452003_c0_seq1 	 223
comp388705_c0_seq1 	 223
comp399833_c0_seq1 	 265
comp374802_c0_seq1 	 237
comp437825_c0_seq1 	 207
comp374651_c0_seq1 	 205
comp375590_c0_seq1 	 247
comp389836_c0_seq1 	 367
comp367603_c0_seq1 	 210
comp436225_c0_seq1 	 202
comp354395_c0_seq1 	 513
comp415352_c0_seq1 	 270
comp419227_c0_seq1 	 238
comp408020_c0_seq1 	 320
comp438371_c0_seq1 	 332
comp338839_c0_seq1 	 244
comp402926_c0_seq1 	 210
comp400007_c0_seq1 	 210
comp414628_c0_seq1 	 294
comp404050_c0_seq1 	 279
comp448972_c0_seq1 	 206
comp386175_c0_seq1 	 256
comp408083_c0_seq1 	 353
comp432340_c0_seq1 	 207
comp439004_c0_seq1 	 236
comp568910_c0_seq1 	 216
comp343060_c0_seq1 	 214
comp374194_c0_seq1 	 354
comp414200_c0_seq1 	 201
comp416695_c0_seq1 	 238
comp356258_c0_seq1 	 218
comp400746_c0_seq1 	 239
comp342180_c0_seq1 	 232
comp387390_c0_seq1 	 230
comp352430_c0_seq1 	 328
comp344981_c0_seq1 	 244
comp424084_c0_seq1 	 260
comp355056_c0_seq1 	 365
comp421896_c0_seq1 	 262
comp396261_c0_seq1 	 255
comp407063_c0_seq1 	 218
comp399753_c0_seq1 	 276
comp362408_c0_seq1 	 201
comp417502_c0_seq1 	 263
comp414009_c0_seq1 	 258
comp490743_c0_seq1 	 218
comp350175_c0_seq1 	 236
comp478041_c0_seq1 	 250
comp338354_c0_seq1 	 284
comp342506_c0_seq1 	 264
comp425942_c0_seq1 	 222
comp362045_c0_seq1 	 269
comp410963_c0_seq1 	 236
comp382675_c0_seq1 	 254
comp338628_c0_seq1 	 202
comp365684_c0_seq1 	 235
comp414318_c0_seq1 	 213
comp443494_c0_seq1 	 247
comp345296_c0_seq1 	 231
comp402490_c0_seq1 	 238
comp396094_c0_seq1 	 278
comp426089_c0_seq1 	 205
comp432635_c0_seq1 	 345
comp374812_c0_seq1 	 227
comp428871_c0_seq1 	 204
comp553332_c0_seq1 	 204
comp440376_c0_seq1 	 348
comp514857_c0_seq1 	 210
comp511767_c0_seq1 	 223
comp427834_c0_seq1 	 243
comp417811_c0_seq1 	 248
comp436316_c0_seq1 	 271
comp411657_c0_seq1 	 203
comp411659_c0_seq1 	 208
comp433560_c0_seq1 	 408
comp404966_c0_seq1 	 225
comp441146_c0_seq1 	 255
comp465617_c0_seq1 	 203
comp408885_c0_seq1 	 220
comp409168_c0_seq1 	 260
comp338457_c0_seq1 	 340
comp359187_c0_seq1 	 274
comp413774_c0_seq1 	 262
comp462558_c0_seq1 	 213
comp430838_c0_seq1 	 202
comp352635_c0_seq1 	 209
comp374016_c0_seq1 	 201
comp405260_c0_seq1 	 228
comp471621_c0_seq1 	 207
comp421327_c0_seq1 	 221
comp428373_c0_seq1 	 217
comp449390_c0_seq1 	 271
comp462252_c0_seq1 	 268
comp418090_c0_seq1 	 201
comp428504_c0_seq1 	 226
comp355018_c0_seq1 	 283
comp338845_c0_seq1 	 234
comp344169_c0_seq1 	 223
comp399066_c0_seq1 	 283
comp409874_c0_seq1 	 260
comp402785_c0_seq1 	 230
comp439945_c0_seq1 	 211
comp465933_c0_seq1 	 252
comp422554_c0_seq1 	 201
comp467847_c0_seq1 	 217
comp405722_c0_seq1 	 384
comp453204_c0_seq1 	 202
comp346508_c0_seq1 	 417
comp352355_c0_seq1 	 444
comp350299_c0_seq1 	 226
comp396892_c0_seq1 	 227
comp379691_c0_seq1 	 280
comp413947_c0_seq1 	 237
comp427944_c0_seq2 	 402
comp463833_c0_seq1 	 230
comp354572_c0_seq1 	 330
comp445256_c0_seq1 	 218
comp474626_c0_seq1 	 203
comp400758_c0_seq1 	 215
comp371436_c0_seq1 	 244
comp345829_c0_seq1 	 216
comp342546_c0_seq1 	 337
comp340383_c0_seq1 	 263
comp359777_c0_seq1 	 213
comp417388_c0_seq1 	 243
comp437318_c0_seq1 	 211
comp442828_c0_seq1 	 295
comp413266_c0_seq1 	 258
comp368014_c0_seq1 	 394
comp379044_c0_seq1 	 231
comp403770_c0_seq1 	 230
comp463629_c0_seq1 	 258
comp359105_c0_seq1 	 242
comp474923_c0_seq1 	 234
comp418515_c0_seq1 	 233
comp340546_c0_seq1 	 255
comp362605_c0_seq1 	 236
comp356489_c0_seq1 	 280
comp388659_c0_seq1 	 208
comp500659_c0_seq1 	 226
comp346311_c0_seq1 	 256
comp344276_c0_seq1 	 203
comp341639_c0_seq1 	 304
comp351391_c0_seq1 	 222
comp408405_c0_seq1 	 310
comp421233_c0_seq1 	 312
comp361273_c0_seq1 	 238
comp349741_c0_seq1 	 370
comp342906_c0_seq1 	 348
comp395647_c0_seq1 	 213
comp401166_c0_seq1 	 226
comp363999_c0_seq2 	 380
comp339942_c0_seq1 	 232
comp414636_c0_seq1 	 236
comp539715_c0_seq1 	 206
comp400051_c0_seq1 	 249
comp345389_c0_seq1 	 260
comp351792_c0_seq1 	 288
comp372871_c0_seq1 	 211
comp419579_c0_seq1 	 207
comp445550_c0_seq1 	 290
comp380238_c0_seq2 	 657
comp421484_c0_seq1 	 235
comp380888_c0_seq1 	 227
comp441746_c0_seq1 	 210
comp414381_c0_seq1 	 375
comp489721_c0_seq1 	 248
comp429249_c0_seq1 	 368
comp440694_c0_seq1 	 279
comp455334_c0_seq1 	 203
comp353864_c0_seq1 	 313
comp403988_c0_seq1 	 323
comp433775_c0_seq1 	 224
comp405768_c0_seq1 	 237
comp373412_c0_seq1 	 280
comp442299_c0_seq1 	 244
comp461100_c0_seq1 	 244
comp345913_c0_seq1 	 291
comp381028_c0_seq1 	 240
comp353689_c0_seq1 	 444
comp408561_c0_seq1 	 206
comp459800_c0_seq1 	 212
comp449745_c0_seq1 	 220
comp361068_c0_seq1 	 295
comp353660_c0_seq1 	 264
comp398560_c0_seq1 	 287
comp448859_c0_seq1 	 399
comp430668_c0_seq1 	 204
comp378191_c0_seq1 	 209
comp389167_c0_seq1 	 201
comp462215_c0_seq1 	 227
comp510345_c0_seq1 	 216
comp422763_c0_seq1 	 245
comp447910_c0_seq1 	 204
comp410886_c0_seq1 	 251
comp343784_c0_seq1 	 467
comp358221_c0_seq1 	 404
comp433577_c0_seq1 	 276
comp359659_c0_seq1 	 230
comp427194_c0_seq1 	 207
comp498235_c0_seq1 	 254
comp340363_c0_seq1 	 234
comp428364_c0_seq1 	 339
comp365395_c0_seq1 	 390
comp500963_c0_seq1 	 228
comp347256_c0_seq1 	 287
comp348762_c0_seq1 	 339
comp417595_c0_seq1 	 210
comp431402_c0_seq1 	 356
comp402459_c0_seq1 	 254
comp356652_c0_seq2 	 305
comp347008_c0_seq1 	 425
comp387755_c0_seq1 	 269
comp354537_c0_seq1 	 212
comp367642_c0_seq1 	 302
comp476874_c0_seq1 	 237
comp580034_c0_seq1 	 206
comp362401_c0_seq1 	 328
comp368416_c0_seq1 	 225
comp356876_c0_seq1 	 293
comp507662_c0_seq1 	 202
comp432995_c0_seq1 	 222
comp421130_c0_seq1 	 230
comp435444_c0_seq1 	 218
comp490351_c0_seq1 	 243
comp606499_c0_seq1 	 209
comp423393_c0_seq1 	 208
comp557577_c0_seq1 	 204
comp368221_c0_seq1 	 218
comp377865_c0_seq1 	 323
comp402350_c0_seq1 	 201
comp404076_c0_seq1 	 397
comp346451_c0_seq1 	 256
comp410139_c0_seq1 	 208
comp420341_c0_seq1 	 265
comp451670_c0_seq1 	 256
comp349885_c0_seq1 	 264
comp434439_c0_seq1 	 213
comp430205_c0_seq1 	 201
comp355766_c0_seq1 	 212
comp411304_c0_seq1 	 211
comp407304_c0_seq1 	 225
comp362355_c0_seq1 	 260
comp385483_c0_seq1 	 224
comp448771_c0_seq1 	 287
comp410581_c0_seq1 	 211
comp404696_c0_seq1 	 387
comp381557_c0_seq1 	 307
comp447964_c0_seq1 	 214
comp456059_c0_seq1 	 232
comp353514_c0_seq1 	 265
comp449444_c0_seq1 	 254
comp463692_c0_seq1 	 211
comp465195_c0_seq1 	 214
comp343464_c0_seq1 	 285
comp510676_c0_seq1 	 211
comp388803_c0_seq1 	 222
comp424468_c0_seq1 	 283
comp357190_c0_seq1 	 236
comp474695_c0_seq1 	 205
comp348144_c0_seq1 	 212
comp351635_c0_seq1 	 208
comp365827_c0_seq1 	 680
comp350521_c0_seq2 	 716
comp364900_c0_seq1 	 267
comp456786_c0_seq1 	 214
comp426168_c0_seq1 	 201
comp348517_c0_seq1 	 243
comp411526_c0_seq1 	 208
comp408787_c0_seq1 	 261
comp416629_c0_seq1 	 239
comp456975_c0_seq1 	 290
comp495746_c0_seq1 	 225
comp445938_c0_seq1 	 253
comp455218_c0_seq1 	 209
comp348049_c0_seq1 	 203
comp372087_c0_seq1 	 260
comp467977_c0_seq1 	 228
comp377949_c0_seq1 	 272
comp450325_c0_seq1 	 201
comp454913_c0_seq1 	 216
comp345382_c0_seq1 	 308
comp412223_c0_seq1 	 314
comp357276_c0_seq1 	 592
comp352428_c0_seq1 	 236
comp397683_c0_seq1 	 265
comp350524_c0_seq1 	 542
comp342938_c0_seq2 	 722
comp342307_c0_seq1 	 405
comp404973_c0_seq2 	 370
comp390207_c0_seq1 	 211
comp419317_c0_seq1 	 223
comp409163_c0_seq1 	 251
comp449695_c0_seq1 	 212
comp382589_c0_seq1 	 201
comp358751_c0_seq1 	 254
comp358114_c0_seq1 	 317
comp425593_c0_seq1 	 226
comp432484_c0_seq1 	 288
comp346294_c0_seq1 	 275
comp493279_c0_seq1 	 259
comp499813_c0_seq1 	 202
comp368054_c0_seq1 	 235
comp390047_c0_seq1 	 278
comp386272_c0_seq1 	 220
comp339919_c0_seq1 	 240
comp401292_c0_seq1 	 382
comp340568_c0_seq1 	 288
comp349383_c0_seq1 	 264
comp414069_c0_seq1 	 242
comp378236_c0_seq1 	 429
comp463766_c0_seq1 	 306
comp397390_c0_seq1 	 245
comp424313_c0_seq1 	 318
comp435235_c0_seq1 	 220
comp407431_c0_seq1 	 245
comp357778_c0_seq1 	 201
comp424240_c0_seq1 	 241
comp357888_c0_seq1 	 251
comp406805_c0_seq1 	 219
comp408562_c0_seq1 	 337
comp487183_c0_seq1 	 258
comp527742_c0_seq1 	 244
comp361623_c0_seq1 	 223
comp340867_c0_seq1 	 205
comp403490_c0_seq1 	 432
comp404187_c0_seq1 	 312
comp412015_c0_seq1 	 230
comp379942_c0_seq1 	 286
comp489548_c0_seq1 	 212
comp361447_c0_seq1 	 206
comp417558_c0_seq1 	 209
comp443348_c0_seq1 	 288
comp374556_c0_seq1 	 247
comp365539_c0_seq1 	 491
comp432285_c0_seq1 	 247
comp399851_c0_seq1 	 343
comp404440_c0_seq1 	 235
comp458353_c0_seq1 	 203
comp456041_c0_seq1 	 254
comp352199_c0_seq1 	 253
comp438096_c0_seq1 	 277
comp405234_c0_seq1 	 427
comp352384_c0_seq1 	 221
comp487633_c0_seq1 	 201
comp351736_c0_seq1 	 752
comp359198_c0_seq1 	 238
comp531751_c0_seq1 	 353
comp346147_c0_seq1 	 203
comp477046_c0_seq1 	 275
comp350537_c0_seq1 	 274
comp403455_c0_seq1 	 302
comp448092_c0_seq1 	 319
comp368040_c0_seq1 	 337
comp380417_c0_seq1 	 237
comp338705_c0_seq1 	 251
comp352739_c0_seq1 	 237
comp346100_c0_seq1 	 555
comp391829_c0_seq1 	 222
comp370522_c0_seq1 	 226
comp349703_c0_seq1 	 307
comp346020_c0_seq1 	 503
comp428313_c0_seq1 	 215
comp493345_c0_seq1 	 217
comp433083_c0_seq1 	 235
comp407303_c0_seq1 	 243
comp375108_c0_seq1 	 260
comp342637_c0_seq1 	 206
comp439060_c0_seq1 	 202
comp353985_c0_seq1 	 240
comp421535_c0_seq1 	 303
comp460728_c0_seq1 	 210
comp610505_c0_seq1 	 275
comp526646_c0_seq1 	 213
comp368330_c0_seq1 	 266
comp350676_c0_seq1 	 266
comp341992_c0_seq1 	 526
comp423498_c0_seq1 	 261
comp502350_c0_seq1 	 201
comp347391_c0_seq1 	 315
comp355970_c0_seq1 	 230
comp357665_c0_seq1 	 341
comp407940_c0_seq1 	 309
comp345763_c0_seq1 	 247
comp414348_c0_seq1 	 451
comp409334_c0_seq1 	 228
comp394404_c0_seq1 	 420
comp439175_c0_seq1 	 468
comp344191_c0_seq1 	 251
comp348941_c0_seq1 	 273
comp352157_c0_seq1 	 337
comp377160_c0_seq1 	 360
comp432177_c0_seq1 	 222
comp352153_c0_seq1 	 256
comp372242_c0_seq1 	 282
comp436151_c0_seq1 	 204
comp339465_c0_seq1 	 284
comp345410_c0_seq1 	 318
comp378944_c0_seq1 	 284
comp394120_c0_seq1 	 344
comp460703_c0_seq1 	 217
comp348953_c0_seq1 	 311
comp447115_c0_seq1 	 220
comp412450_c0_seq1 	 255
comp466883_c0_seq1 	 247
comp512365_c0_seq1 	 265
comp395644_c0_seq1 	 231
comp382647_c0_seq1 	 226
comp383875_c0_seq1 	 503
comp353976_c0_seq1 	 313
comp391078_c0_seq1 	 299
comp406124_c0_seq1 	 263
comp409395_c0_seq1 	 262
comp475909_c0_seq1 	 206
comp398987_c0_seq1 	 233
comp400324_c0_seq1 	 202
comp418221_c0_seq1 	 253
comp343182_c0_seq1 	 250
comp420705_c0_seq1 	 201
comp441970_c0_seq1 	 327
comp376239_c0_seq1 	 260
comp349702_c0_seq1 	 224
comp409863_c0_seq1 	 296
comp382260_c0_seq1 	 224
comp372163_c0_seq1 	 358
comp415046_c0_seq1 	 204
comp432113_c0_seq1 	 575
comp353561_c0_seq1 	 285
comp347503_c0_seq1 	 279
comp422888_c0_seq1 	 271
comp347689_c0_seq1 	 202
comp481090_c0_seq1 	 214
comp354443_c0_seq1 	 203
comp416912_c0_seq1 	 203
comp412855_c0_seq1 	 239
comp432353_c0_seq1 	 390
comp366048_c0_seq1 	 215
comp449219_c0_seq1 	 221
comp373944_c0_seq1 	 286
comp414392_c0_seq1 	 237
comp418913_c0_seq1 	 242
comp433094_c0_seq1 	 270
comp342373_c0_seq1 	 237
comp466511_c0_seq1 	 215
comp361918_c0_seq1 	 223
comp445516_c0_seq1 	 215
comp338277_c0_seq1 	 360
comp440395_c0_seq1 	 306
comp365413_c0_seq1 	 237
comp373309_c0_seq1 	 296
comp475168_c0_seq1 	 253
comp374694_c0_seq1 	 328
comp422196_c0_seq1 	 263
comp408994_c0_seq1 	 265
comp359091_c0_seq1 	 360
comp355376_c0_seq1 	 348
comp455539_c0_seq1 	 233
comp387001_c0_seq1 	 310
comp410237_c0_seq1 	 204
comp367627_c0_seq1 	 344
comp360161_c0_seq1 	 204
comp370161_c0_seq1 	 216
comp459031_c0_seq1 	 273
comp446969_c0_seq1 	 218
comp382195_c0_seq1 	 232
comp384012_c0_seq1 	 382
comp358062_c0_seq1 	 234
comp410774_c0_seq1 	 211
comp527726_c0_seq1 	 229
comp341019_c0_seq1 	 237
comp431542_c0_seq2 	 231
comp401835_c0_seq1 	 209
comp353741_c0_seq1 	 280
comp341219_c0_seq1 	 234
comp396280_c0_seq1 	 274
comp403167_c0_seq1 	 201
comp342150_c0_seq1 	 222
comp394467_c0_seq1 	 240
comp420219_c0_seq1 	 358
comp359015_c0_seq1 	 209
comp410374_c0_seq1 	 209
comp433536_c0_seq1 	 225
comp407397_c0_seq1 	 229
comp418252_c0_seq1 	 247
comp445716_c0_seq1 	 202
comp397463_c0_seq1 	 203
comp410928_c0_seq1 	 206
comp357445_c0_seq1 	 238
comp414292_c0_seq1 	 251
comp434419_c0_seq1 	 402
comp472673_c0_seq1 	 302
comp413839_c0_seq1 	 259
comp449453_c0_seq1 	 369
comp359920_c0_seq1 	 209
comp405559_c0_seq1 	 203
comp474911_c0_seq1 	 204
comp360466_c0_seq1 	 260
comp403995_c0_seq1 	 298
comp458858_c0_seq1 	 226
comp462153_c0_seq1 	 271
comp428689_c0_seq1 	 342
comp506037_c0_seq1 	 204
comp376174_c0_seq1 	 313
comp338577_c0_seq1 	 215
comp402937_c0_seq1 	 247
comp339275_c0_seq1 	 250
comp348318_c0_seq1 	 209
comp349337_c0_seq1 	 238
comp346900_c0_seq1 	 237
comp471725_c0_seq1 	 216
comp483890_c0_seq1 	 210
comp483944_c0_seq1 	 228
comp366300_c0_seq1 	 258
comp361488_c0_seq1 	 206
comp353946_c0_seq1 	 364
comp382820_c0_seq1 	 205
comp521065_c0_seq1 	 208
comp365712_c0_seq1 	 236
comp411153_c0_seq1 	 216
comp463343_c0_seq1 	 229
comp375944_c0_seq1 	 209
comp354164_c0_seq1 	 211
comp340780_c0_seq1 	 273
comp377487_c0_seq1 	 279
comp407607_c0_seq1 	 289
comp348910_c0_seq1 	 244
comp407969_c0_seq1 	 282
comp417623_c0_seq1 	 205
comp344210_c0_seq1 	 254
comp412084_c0_seq1 	 215
comp436029_c0_seq1 	 230
comp454855_c0_seq1 	 210
comp357437_c0_seq1 	 328
comp382311_c0_seq1 	 228
comp355101_c0_seq1 	 326
comp413122_c0_seq1 	 224
comp399084_c0_seq1 	 211
comp379621_c0_seq1 	 228
comp380222_c0_seq1 	 360
comp359514_c0_seq1 	 262
comp370686_c0_seq1 	 294
comp405297_c0_seq1 	 329
comp379567_c0_seq1 	 262
comp410765_c0_seq1 	 210
comp413475_c0_seq1 	 449
comp346823_c0_seq1 	 237
comp342294_c0_seq1 	 274
comp402530_c0_seq1 	 217
comp394869_c0_seq1 	 336
comp431248_c0_seq1 	 324
comp341193_c0_seq2 	 293
comp384070_c0_seq1 	 211
comp464288_c0_seq1 	 215
comp360833_c0_seq1 	 206
comp385908_c0_seq1 	 237
comp357229_c0_seq1 	 243
comp417799_c0_seq1 	 508
comp457924_c0_seq1 	 201
comp360567_c0_seq1 	 240
comp364277_c0_seq1 	 243
comp432873_c0_seq1 	 416
comp347996_c0_seq1 	 384
comp421263_c0_seq1 	 279
comp371871_c0_seq1 	 313
comp484201_c0_seq1 	 241
comp444761_c0_seq1 	 260
comp364673_c0_seq1 	 273
comp420100_c0_seq1 	 285
comp428605_c0_seq1 	 405
comp358801_c0_seq1 	 302
comp354558_c0_seq1 	 397
comp436115_c0_seq1 	 215
comp348309_c0_seq1 	 420
comp543603_c0_seq1 	 215
comp480921_c0_seq1 	 227
comp405641_c0_seq1 	 227
comp443892_c0_seq1 	 217
comp534139_c0_seq1 	 219
comp353602_c0_seq1 	 617
comp512607_c0_seq1 	 214
comp452574_c0_seq1 	 224
comp369931_c0_seq1 	 343
comp406472_c0_seq1 	 297
comp349704_c0_seq1 	 274
comp406480_c0_seq1 	 234
comp473166_c0_seq1 	 252
comp406980_c0_seq1 	 206
comp416964_c0_seq1 	 319
comp350949_c0_seq1 	 411
comp484311_c0_seq1 	 225
comp349778_c0_seq1 	 310
comp359392_c0_seq1 	 439
comp446782_c0_seq1 	 278
comp422981_c0_seq1 	 209
comp400574_c0_seq1 	 202
comp478007_c0_seq1 	 206
comp499042_c0_seq1 	 203
comp357991_c0_seq1 	 235
comp358326_c0_seq1 	 293
comp343037_c0_seq1 	 243
comp371447_c0_seq1 	 247
comp440224_c0_seq1 	 230
comp434119_c0_seq1 	 209
comp399778_c0_seq1 	 260
comp375171_c0_seq1 	 228
comp427574_c0_seq1 	 220
comp505603_c0_seq1 	 205
comp411368_c0_seq1 	 215
comp354154_c0_seq1 	 247
comp353846_c0_seq2 	 458
comp576400_c0_seq1 	 212
comp441015_c0_seq1 	 243
comp418304_c0_seq1 	 232
comp341123_c0_seq1 	 250
comp341776_c0_seq1 	 226
comp363489_c0_seq1 	 337
comp376146_c0_seq1 	 210
comp425045_c0_seq1 	 292
comp464656_c0_seq1 	 266
comp351838_c0_seq1 	 278
comp473527_c0_seq1 	 201
comp457836_c0_seq1 	 226
comp437490_c0_seq1 	 223
comp363270_c0_seq1 	 214
comp405650_c0_seq1 	 235
comp426466_c0_seq1 	 201
comp411648_c0_seq1 	 201
comp429991_c0_seq1 	 266
comp416966_c0_seq1 	 560
comp430564_c0_seq1 	 246
comp346061_c0_seq1 	 248
comp391890_c0_seq1 	 250
comp576791_c0_seq1 	 201
comp432733_c0_seq1 	 236
comp381165_c0_seq1 	 232
comp351686_c0_seq1 	 398
comp339599_c0_seq1 	 249
comp483435_c0_seq1 	 211
comp381047_c0_seq1 	 292
comp370509_c0_seq1 	 228
comp410070_c0_seq1 	 234
comp414763_c0_seq1 	 206
comp367259_c0_seq1 	 334
comp427245_c0_seq1 	 298
comp453991_c0_seq1 	 218
comp346488_c0_seq1 	 212
comp357222_c0_seq1 	 319
comp428359_c0_seq1 	 248
comp476152_c0_seq1 	 256
comp410816_c0_seq1 	 290
comp412801_c0_seq1 	 205
comp338418_c0_seq1 	 271
comp346981_c0_seq1 	 253
comp467247_c0_seq1 	 224
comp389480_c0_seq1 	 222
comp480239_c0_seq1 	 416
comp448866_c0_seq1 	 401
comp345764_c0_seq1 	 202
comp389620_c0_seq1 	 318
comp423282_c0_seq1 	 216
comp468342_c0_seq1 	 248
comp573051_c0_seq1 	 215
comp372924_c0_seq1 	 543
comp339026_c0_seq1 	 221
comp404974_c0_seq1 	 242
comp441389_c0_seq1 	 244
comp338315_c0_seq1 	 208
comp426367_c0_seq1 	 255
comp394104_c0_seq1 	 460
comp376543_c0_seq1 	 266
comp392719_c0_seq1 	 365
comp361715_c0_seq1 	 371
comp351436_c0_seq1 	 232
comp383354_c0_seq1 	 209
comp357734_c0_seq1 	 251
comp424233_c0_seq1 	 223
comp366543_c0_seq1 	 277
comp424713_c0_seq1 	 318
comp369159_c0_seq1 	 205
comp411734_c0_seq1 	 210
comp406437_c0_seq1 	 227
comp350973_c0_seq1 	 411
comp357493_c0_seq1 	 254
comp378347_c0_seq1 	 293
comp408951_c0_seq1 	 202
comp357084_c0_seq1 	 227
comp538859_c0_seq1 	 258
comp422076_c0_seq1 	 217
comp340411_c0_seq1 	 251
comp428815_c0_seq1 	 242
comp417900_c0_seq1 	 236
comp484368_c0_seq1 	 228
comp411259_c0_seq1 	 205
comp394880_c0_seq1 	 269
comp438054_c0_seq1 	 224
comp360353_c0_seq1 	 203
comp421454_c0_seq1 	 276
comp437288_c0_seq1 	 212
comp446338_c0_seq1 	 227
comp342405_c0_seq1 	 215
comp450202_c0_seq1 	 210
comp348212_c0_seq1 	 266
comp473644_c0_seq1 	 212
comp428163_c0_seq1 	 246
comp406104_c0_seq1 	 336
comp405544_c0_seq1 	 359
comp371735_c0_seq1 	 285
comp460778_c0_seq1 	 208
comp413860_c0_seq1 	 274
comp350105_c0_seq1 	 208
comp363331_c0_seq1 	 467
comp423814_c0_seq1 	 286
comp437850_c0_seq1 	 316
comp442158_c0_seq1 	 273
comp384346_c0_seq1 	 264
comp358476_c0_seq1 	 228
comp407272_c0_seq1 	 215
comp346213_c0_seq1 	 296
comp476654_c0_seq1 	 209
comp429199_c0_seq1 	 273
comp463027_c0_seq1 	 201
comp406125_c0_seq1 	 475
comp470860_c0_seq1 	 339
comp358227_c0_seq1 	 388
comp373027_c0_seq2 	 397
comp360299_c0_seq1 	 311
comp340432_c0_seq1 	 228
comp353296_c0_seq1 	 838
comp341629_c0_seq1 	 227
comp398975_c0_seq1 	 239
comp476467_c0_seq1 	 208
comp432031_c0_seq1 	 293
